Job Title,Company Name,Company Location,Work Method,Post Dates,Work Times,Job Link
Power Platform Developer - copy,Henkel,"Cairo, Cairo, Egypt",Hybrid,1 week ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
"Analyst, QC",Hikma Pharmaceuticals,Egypt,On-site,2 weeks ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Metro/Rail Project Manager with international experience,"Hill International, Inc.","Cairo, Cairo, Egypt",On-site,1 week ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Revenue Analyst,Hilton,"El Maadi El Gadida, Cairo, Egypt",On-site,4 days ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Hygiene Manager - Waldorf Astoria Heliopolis,Hilton,"Qesm Heliopolis, Cairo, Egypt",On-site,2 days ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Sr. Data Analyst,ILLA,"Cairo, Cairo, Egypt",Hybrid,2 weeks ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
*Operations Specialist*,Ingram Micro Gulf,"Cairo, Cairo, Egypt",On-site,2 weeks ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Data Architect,"Integrant, Inc.","Cairo, Cairo, Egypt",On-site,1 week ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
IT Business Solutions Analyst,JTI (Japan Tobacco International),"Shebin El Kom, Al Minufiyah, Egypt",On-site,3 weeks ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Full stack developer engineer (Dot Net & Angular),KeyFrame,"Qesm 1st Nasser City, Cairo, Egypt",On-site,2 weeks ago,Full-time,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Private Wealth Analyst,Knight Frank MENA,"Cairo, Egypt",On-site,2 weeks ago,Temporary · Associate,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Digital Strategy Manager,Lafarge Egypt,"Cairo, Egypt",On-site,3 weeks ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
"ETL Developer, Remote Egypt",Luxoft,"Cairo, Egypt",Remote,3 weeks ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Program Manager - Fresh Food,Majid Al Futtaim,"Cairo, Egypt",On-site,1 week ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Site IT Services Analyst,Mars,"Cairo, Egypt",On-site,2 weeks ago,Full-time · Associate,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Senior Research Analyst - ARC,Mastercard,"Cairo, Cairo, Egypt",Hybrid,5 days ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Senior Business Analyst - Sales-1,Mastercard,"Cairo, Cairo, Egypt",Hybrid,4 days ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Implementation Engineer,Mastercard,"Cairo, Cairo, Egypt",Hybrid,1 week ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Analyst - Digital Procurement Analytics,McKinsey & Company,"Cairo, Cairo, Egypt",,3 weeks ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Knowledge Analyst - Procurement,McKinsey & Company,"Cairo, Cairo, Egypt",,3 weeks ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Business Development Analyst,Meeting Point Hotels,Egypt,Remote,2 weeks ago,Full-time · Associate,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Service Desk Analyst,NCR Corporation,"Giza, Al Jizah, Egypt",On-site,4 days ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Senior Financial Analyst,NCR Corporation,"Giza, Al Jizah, Egypt",On-site,4 days ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Senior Research Analyst,NielsenIQ,"Cairo, Cairo, Egypt",Hybrid,6 days ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
